game_id,season,week,date,away_team,home_team,fav_team,dog_team,spread,total,fav_pts,dog_pts,actual_total,bias,model_prob,over,threshold,passes_filter,flat_units_risked,flat_units_pnl,kelly_units,kelly_units_pnl
400869178,2016,1,2016-09-04,Northern Illinois,Wyoming,Northern Illinois,Wyoming,7,54,34,40,74,0.101982368,0.4812670555,1,1.75,0,0,0,0,0
400868946,2016,1,2016-09-04,Notre Dame,Texas,Notre Dame,Texas,3.5,54.5,47,50,97,0.07829055133,0.480158175,1,1.75,0,0,0,0,0
400868980,2016,2,2016-09-10,Western Kentucky,Alabama,Alabama,Western Kentucky,27,59,38,10,48,0.4213444528,0.4962252607,0,1.75,0,0,0,0,0
400869430,2016,2,2016-09-10,Troy,Clemson,Clemson,Troy,34.5,62,30,24,54,0.639580488,0.5064512799,0,1.75,0,0,0,0,0
400869516,2016,2,2016-09-10,Tulsa,Ohio State,Ohio State,Tulsa,28,72,48,3,51,0.1191836664,0.4820722428,0,1.75,0,0,0,0,0
400869510,2016,2,2016-09-10,UCF,Michigan,Michigan,UCF,36,53.5,51,14,65,1.462975797,0.5449397044,1,1.75,0,0,0,1.10933448,1.00848589
400869105,2016,2,2016-09-10,Idaho,Washington,Washington,Idaho,36.5,60,59,14,73,0.9053004967,0.518895906,1,1.75,0,0,0,0,0
400869268,2016,2,2016-09-10,Akron,Wisconsin,Wisconsin,Akron,21.5,45.5,54,10,64,0.8756468706,0.5175078093,1,1.75,0,0,0,0,0
400868888,2016,2,2016-09-10,Iowa State,Iowa,Iowa,Iowa State,15.5,49,42,3,45,0.3749449317,0.4940511824,0,1.75,0,0,0,0,0
400868989,2016,2,2016-09-11,Virginia Tech,Tennessee,Tennessee,Virginia Tech,11,52.5,45,24,69,0.1706272394,0.4844807233,1,1.75,0,0,0,0,0
400868947,2016,2,2016-09-10,Nevada,Notre Dame,Notre Dame,Nevada,27.5,62,39,10,49,0.329666413,0.4919297992,0,1.75,0,0,0,0,0
400869270,2016,2,2016-09-10,Central Michigan,Oklahoma State,Oklahoma State,Central Michigan,17.5,58.5,27,30,57,0.1687557378,0.484393093,0,1.75,0,0,0,0,0
400868877,2016,2,2016-09-10,SMU,Baylor,Baylor,SMU,34.5,72,40,13,53,0.242528685,0.487847928,0,1.75,0,0,0,0,0
400869104,2016,2,2016-09-11,Virginia,Oregon,Oregon,Virginia,24,71.5,44,26,70,0.07916402967,0.480199055,0,1.75,0,0,0,0,0
400869719,2016,2,2016-09-10,Florida Atlantic,Miami,Miami,Florida Atlantic,25,63,38,10,48,0.2304137869,0.4872805099,0,1.75,0,0,0,0,0
400868911,2016,2,2016-09-10,Rice,Army,Army,Rice,8.5,52,31,14,45,0.1454102381,0.4833000398,0,1.75,0,0,0,0,0
400868958,2016,2,2016-09-10,Boston College,Massachusetts,Boston College,Massachusetts,15.5,37.5,26,7,33,1.075649069,0.5268650308,0,1.75,0,0,0,0.1604141146,-0.1604141146
400869187,2016,2,2016-09-10,Wyoming,Nebraska,Nebraska,Wyoming,25.5,56,52,17,69,0.4863291466,0.4992703328,1,1.75,0,0,0,0,0
400869435,2016,2,2016-09-10,NC State,East Carolina,NC State,East Carolina,6,59,30,33,63,0.05034036935,0.4788501825,1,1.75,0,0,0,0,0
400869436,2016,2,2016-09-10,Penn State,Pittsburgh,Pittsburgh,Penn State,3.5,44,42,39,81,0.2725232565,0.4892528687,1,1.75,0,0,0,0,0
